,,,Course Evaluations 2014-2016,,,,,,,
5/20/2014,5,5,What is Ems how it help    ,YES,"JMS Messaging,Using admin tool, uses of config files,Bridge EmsDestination,Ems routing
",Central Administration,4,5,very helpfull and effective ,APJ
5/20/2014,5,5,we have reached our goals on effective learning of the trainer and learnt how to reach our organizational goals and to work in corporate environment. Thankful to the Trainer,"yes, the classroom environment  supports well for our learning, so much helpful training","EMS Bridging, Routing and WEB messaging",EMS topic programing in JAVA,5,5,"she was good to teach, we can learn many things from her if we had much time",APJ
5/20/2014,4,4,all ems concepts,yes,"Bridges,routings",emsca,4,4,satisfied,APJ
5/20/2014,4,5,Learn EMS basic concepts. ,yes, , ,4,5,Good Explaination skills. and supportive,APJ
5/22/2014,5,5,To learn more about AMX Service Grid,Yes,All of them,None,5,5,Mike is a great teacher!,AMER
6/2/2014,4,4,To be able to administor all the applications developed using AS.,yes,"security, persistence and performance.",none,5,5,Good,AMER
6/2/2014,4,3,it was good collection of topics,yes,all of them.,nothing,5,5,it was good learning.,AMER
5/28/2014,4,4,learn the methode to approach TIBCO,"NO:
Problem with connections and noise issue.",Process Design,-,4,4,He shows to know the topics,EMEA
5/23/2014,5,5,"Yes. Excellent Course, to the point and helpful in real-life.",Excellent environment.,Overall course was helpful.,None,5,5,Excellent and knowledgeable instructor. He answered my questions on using Adapters in AMX environment even though it was not part of the training. Very useful information delivered on other adapters and how to install adapters in AMX.,AMER
5/27/2014,4,3, ,yes.,  ,  ,4,4,Instructor - Irene was very informative and helpful.,AMER
5/27/2014,5,5,I was expecting to get an overview,yes,MFT overview and file transfers,none,5,5,Very professional,AMER
5/30/2014,5,3,Know the product,yes,all,none,5,5,Ademola has great knowledge of the products.,AMER
5/30/2014,3,3,To get a basic fundamental understanding of SilverFabric and how it changes the software install and management of TIBCO products from existing methods.,Yes.,The topics around components and stacks.,The topics on allocation and monitoring.  We were rushed for time and did not get to do very much discussion on these.,4,3,He seemed very helpful.,AMER
5/30/2014,4,3,Learn more about implementing SF,"Yes, web-based fine although remove connection and webex both don't work over VPN","More technical, creation/publish","Virtualization, capacity/allocation",5,5,"Helpful, knowledgeable, time wasn't managed well though",AMER
5-26-22014,4,4,"As I was new to tibco, i had expectation of basic of tibco and hands on experiance of tibco. ","yes, its fully supportive",Complete EMS concenpt were helpful,"i don't see any, infact if you provide more it will be useful",4,4,Instructor is good and having good knowledge on tibco and his of way of teaching as well. But what i felt that concept should have been more. For example: what is tibco? why tibco? how it came? so that it would have been clear for me on the basic of tibco.,APJ
5-26-22014,4,4,"Good basic understanding of TIBCO BW, EMS",Environment was very supportive,EMS and Mappings in BW,All the topics were helpful,4,4,Explanation skills are quite good. Nice speaker,APJ
5-26-22014,4,3,My expectation was to get lot more sample projects through which i can explore the activity and pallets in TIBCO .,the classroom course should be more interactive and more focused on real time project.,Tibco EMS,"ADB adapter,File Adapter",3,3,Good,APJ
5-26-22014,4,4,Get to understand the Business Works and EMS functionality,Network Issues causing drop to the VMs,"Global Variables,Shared Variables,WebService Creation etc.",None,4,4,Good.,APJ
5-26-22014,4,4,TIBasics,yes,"The Lab examples are very big, I think better to include small examples.",no comments,4,4,no comments,APJ
5-26-22014,3,4,"Expectation was beginners course on EMS and EMS201 fulfilled the purpose.
Good course and easy to understand for beginners",yes,All topics,None,4,3,Not up to mark. Expected better explanation of concepts.,APJ
5-26-22014,4,4,TIbco BPM,NA,BW,NA,5,5,Fine,APJ
5-26-22014,4,4,To understand the advanced concepts of BW,yes,Best Practise,None,4,4,good,APJ
5/27/2014,4,4,Understand EMS concepts and Business works,Good,All,none,4,4,Goood,APJ
5/27/2014,4,4,Understand BW and implement it in current project,NA,yes,NA,4,4,Good at explaining the concepts. But need to be more effective,APJ
5/27/2014,4,4,BW,Yes,BW,All are fine,4,4,Good,APJ
5/27/2014,4,4,Yes,Yes,All the topics were helpful,All the topics were helpful,4,4,Nice instructor. Good explanation skills,APJ
5/22/2014,5,5,Improve my knowledge in AMX Administration.,yes,"Monitoring, looging, SSL, Load balancing and distribution",anyone,5,5,He explains very well all the topics covered in the program.,AMER
5/22/2014,4,5,"I was particularly looking forward to scripted deployment, service governance and AMX administration in large. The course was spot on.",Environment was very conducive for learning,"Configuring Environment and Nodes
Component Deployment and Wiring

Securing Communication",Load Balancing and Distribution,5,5,Instructor was very knowledgeable and answered technical questions very well.,AMER
5/27/2014,4,5,TO get an overview of administrating an AS environment,NA - was remote in my home,Performance,Security,4,4,He was knowledgable in the subject matter,AMER
5/27/2014,5,5,To get an introduction to ActiveSpaces administration.,Yes,Creating and configuring spaces and tuples.,Security,5,4,Ademola was an excellent instructor.,AMER
5/27/2014,5,5,Get a good introduction to the TIBCO software,"Yes, Webex environment was very interactive",Introduction and summary description was very helpful,"Details on technical deployment, seemed like more specifc to the administrators",5,5,"Very knowledgeable, very articulate and excellent troubleshooter. I would highly recommended him. ",AMER
5/27/2014,5,5,"Gain a high level understanding of TIBCO, EMS, and Business Works, as well as some hands on to using BusinessWorks. My expectations were definitely met and felt Gopal did a great job of teaching us.",Yes,"Since we are not actually implementing TIBCO solutions in the current phase of our project, I really enjoyed just understanding everything from a high level and how it works together.","some sections of the training were slightly confusing, but eventually figured it out.",5,5,Gopal checked on us regularly to confirm we understood the materials and did a good job explaining everything.,AMER
5/28/2014,4,3,To get hands on experience with writing AS java apps,N/A,Event listeners,N/A,4,3,N/A,AMER
5/28/2014,5,5,know about the product.,yes,everything,none,5,5,Great knowledge. =),AMER
5/28/2014,5,5,To get experience developing with AS.,"VM became extremely slow, and host file caused errors.",Coding spaces &amp; metaspaces.,Security &amp; persistence.,4,4,Ademola was great.,AMER
5/28/2014,5,5,Understand ActiveSpaces and how to use it.,Online.,All,None,5,4,"Rambled a little, but the topic was well covered.",AMER
5/29/2014,5,5,Learn the product.,.,.,.,5,5,Everything good.,AMER
5/29/2014,5,5,Have an overview on BWPM,yes,"Architecture, working across several BW processes",Installation,5,5,well prepared,AMER
5/29/2014,5,5,I got everything what I expected from this course and was very helpful.,Yes.,Implicit monitoring.,Every part of it was very helpful.,5,5,I am completely satisfied with the way Ademola explained and gave technical insight of the product.,AMER
5/29/2014,4,4,Gain the basic understanding of development applications using EMS,"Yes, it was.",Most of them,All of them were helpful,4,5,Positive,EMEA
5/28/2014,4,4, , , , ,4,4, ,EMEA
5/28/2014,4,4,Learn basic skills on Tibco,yes,all,no one,5,5,Clear and technical prepared,EMEA
5/28/2014,4,4,Introduction to tibco components and show the use of its, , , ,4,4, ,EMEA
5/28/2014,4,4,.,.,.,.,4,4,Very Good,EMEA
5/27/2014,4,4,TO understand the BW concept and get to know the hands on experiance,"Yes, it was very supportive","Yes, all the topics were helpful",i don't know as i am completely new Tibco,5,5,"It was good, but it the concept explained would have been better for me",APJ
5/27/2014,4,4,Learning EMS/BW Basiscs,yes,no comments,"Lab programs needs to be smaller in size, so that we can concentrate on all possible palletes.",4,4,no comments,APJ
5/27/2014,5,4,Understand features provided by bW,Yes,"WebService Creation, Schema, Variable Usage, Shared Libraries",None,4,4,Good,APJ
5/27/2014,3,3,My expectation was to know each and every activity ,Businessworks,BW walkthrough,Businessworks,3,3,Good,APJ
5/27/2014,5,5,yes,Yes,NA,NA,5,5,Nice,APJ
5/28/2014,4,4,understand concept and implement it immediately in the project,yes,All the topics,NA,4,4,Good,APJ
5/28/2014,4,4,Advanced concepts understanding,yes,All,None,4,4,Good,APJ
5/28/2014,5,5,NA,NA,NA,NA,5,5,NA,APJ
5/28/2014,4,4,EMS and BW Basics,No comments,No comments,No comments,4,4,No comments,APJ
5/28/2014,4,4,Basic and Advanced,ok,All,None,4,4,good,APJ
5/28/2014,4,4,Detaile idea in BW,Yes,BW,ALl were good,4,4,Good,APJ
5/28/2014,4,4,to understand and hands on experiance of this course,"yes, very supportive",managing Administrator and delopying application ,i don't see that,5,5,yes,APJ
5/28/2014,3,3,My expectation to get lot more sample projects to explore Tibco activities.,Yes,Tibco Businessworks,Tibco Businessworks,3,3,GOOD,APJ
5/28/2014,3,3,Understand integration in tibco,yes,All,none,3,3,Expected better explanation. This course is bit difficult for beginners.,APJ
5/28/2014,4,4,To get good understanding of BW concepts,Yes,All the topics were helpful,All the topics were helpful,4,4,Nice speaker and explains things really well,APJ
5/28/2014,5,5,Tibco BW ,yes,BW,ALl are Helpful,5,5,He has a good knowledge in the subject,APJ
5/28/2014,5,4,BW,yes,BW,ALl are helpful,5,5,He is having good knowledge of the subject,APJ
5/28/2014,5,4,Understand the BW Integration Features,Network issues,Integration concepts/tools,None,4,4,Good,APJ
6/2/2014,5,5,To gain a strong understanding of the fundamentals of ActiveSpaces.,The classroom environment was extremely supportive.,All the topics.,None.,5,5,The instructor has extensive knowledge and experience in ActiveSpace and was able to explain every question in detail.,AMER
6/5/2014,4,4,hands-on experience ,yes,"point to point
publish/subscribe",n/a,5,5,excellant and very knowledgable,AMER
